x,y
10.194672220459097,4.20964425242123
13.730331526280592,2.230056852237694
10.256430403323522,4.643382274684711
13.534496882201577,3.3808814006579926
8.836498698708372,4.660741843924895
13.668897911325146,2.6561564580204635
6.9247647512816926,6.727965342140464
14.153476853355572,9.938572361753842
9.152286839728555,5.637069193408565
10.838498268055288,0.7949211661686206
7.0497845473200895,5.590619167742858
12.421155221299665,5.803793894166346
6.601057336904495,4.26038661057618
13.030145331922302,0.6013179293790163
5.110352004202095,7.4239921016559425
13.87745914399439,6.37974224733493
12.106832523954846,6.852606260024841
8.549985671193761,5.099074886008234
10.946277801195851,7.751168058119394
5.458950746460454,1.9927055950645913
10.142366023030506,2.3782617234025794
12.207281464451338,0.18716188636847075
13.371871627364756,4.975518416605659
13.72084266437246,9.00705356984773
9.028819537428863,6.198078927795557
6.95176852678958,8.70564186098369
11.228281280277285,3.0006145311468257
7.5048134278224365,3.8166576915924546
12.89523232843546,6.5798339238942924
13.299750922508444,8.6571157014332
7.752100416960604,6.03418554731457
5.302524519609157,6.80430117576969
8.257048238262135,8.151393695182982
6.530018568227131,6.189102979311327
8.59469451516472,8.684156630669804
6.598729784985786,7.3484443386657015
11.545191410615324,8.51926006691725
5.646601802826928,3.8187115425317053
10.408882509338435,3.945852108047918
7.360134070394855,0.05278250308852073
10.1700131253743,4.272290013746295
6.346958405625735,5.418461759516093
12.554302667096739,4.189877438004538
11.795333053325907,4.7985359819121065
14.095577669299027,4.356211725800012
5.263931223152221,0.08136503977777299
10.580019640060998,2.784246686961982
11.50899297235029,7.63198582732371
6.632260054149448,0.5955995775836627
5.442197944261738,6.210965111068198
40.34885373237825,15.44465601693443
40.4568268031265,14.392856906028713
35.39136384356038,15.440503603356223
35.40893693939231,16.183763128484493
35.14265431609133,16.590005581492193
41.52364075392572,16.62013066360078
37.12026385116851,18.30249339880456
37.23685227702225,10.825709736944864
44.29430147262869,19.390756284084986
43.54198614997307,14.58442837454832
39.463833887006906,19.01632342610408
42.30513822589797,13.757517626087157
40.88237435159315,13.208126567054181
37.7820094753539,16.9770169746557
37.713900095882636,14.40654999607739
36.574831687972534,13.478576388202608
36.05665977757095,13.293941811386723
39.80641224083359,15.822689823996818
39.0576567702874,10.101215654056737
43.69681632019821,17.168230766389122
44.66962212896973,18.510197326550696
39.180697766912296,15.327964889599707
44.33357221952776,18.034639166066484
35.95103331679384,16.5732257825069
35.17446180959698,18.40336278696001
40.92076523190878,11.883694397503469
39.04408801767093,17.29334208821798
39.82904764141267,12.345298132619323
42.06600387220517,16.20175913954497
42.5840891751409,15.837311842022665
36.59721658714842,17.587843724239256
43.434492808155206,16.261150096801376
43.35919431649803,16.18932742973386
38.15838785301057,19.707559211283918
38.39781159146816,12.524065449202306
44.66585107979358,13.497847145598088
43.09470827349052,11.113999704594487
40.34305101574611,14.48736668602016
35.40177173551373,17.31925514081223
41.35751813211499,12.28458495555115
41.82995854085922,13.796462724925908
41.16432863093956,14.923078146064842
38.89082211861242,17.57566299177681
44.294899211046825,11.57816397586518
37.57311213481392,18.24789776558138
39.80607521196272,18.438904438848077
39.29950821077115,14.124288442088435
44.10224904800126,19.54435882950017
41.43989785451678,15.517769949405519
41.22123977561521,14.833893485338189
25.12632570783316,45.13938917719917
27.022404112156295,53.621855881345994
28.702151901735466,54.97348830318365
27.665916921916832,51.82164855694496
27.055420198778897,51.1808164552463
25.943925663104334,46.23403961700803
26.358660946671463,54.069345546283074
28.698718478448217,52.98011410131127
21.6580775804862,45.58101765972178
20.224201828265667,52.49044402732942
20.770090252525538,45.70238802124723
27.741002608300466,52.53768228853982
27.931018172697563,53.24710024505123
20.026370836379073,45.51205444723826
21.721263246546705,53.779148843593894
21.601005905461495,54.385929572905795
27.109855780350085,48.01016201388301
26.915409403854593,54.00711432072824
29.11310266423077,51.64078765839429
21.122082400578353,53.35897223633668
29.333011440070923,48.22565237196687
20.511204408801987,47.391381575152444
29.284201779322697,47.0301050918755
23.075890115897568,46.83410670950197
20.46765727580923,52.11842772657375
25.437630817799867,53.439846623635155
24.131235274591667,53.78487972553083
27.581570175425668,50.79452083667679
24.83298620242228,54.68796620193238
24.787269825245072,45.38675328135103
24.413003542587678,52.78267809672827
26.01886894606244,49.102839028942796
20.460732969919682,47.03880927303095
29.546837738931515,49.869598980461
21.533614400955223,49.91069945050388
21.179367159660664,52.563687505526254
25.478203608828895,48.761740994899725
21.277953727582787,47.8533732956767
29.306394476972464,52.79188456132334
26.84811607794123,49.64043192696074
25.11633600245817,45.55636108992055
26.447071087819385,46.64739311524646
26.21746963781921,53.92811913879643
21.67447594958988,50.077223883735336
27.62551594528198,48.86286730297391
21.51292102987482,51.75871026807753
26.22693705263512,52.365896392242234
29.38752165968584,51.59675640795356
22.52416694253853,52.201345192393866
20.877679887406266,53.410385495355705
